"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"11","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkConnection.java","3","50","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"12","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkConnection.java","3","60","The method 'createContentInputStream(long, SessionInputBuffer, InputStream)' has a NCSS line count of 2.","Design","NcssCount"
"13","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkConnection.java","3","60","The method 'createContentInputStream(long, SessionInputBuffer, InputStream)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"14","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkConnection.java","3","60","The method 'createContentInputStream(long, SessionInputBuffer, InputStream)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"15","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkConnection.java","3","60","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"1","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","69","A value of 21 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","69","The class 'BenchmarkWorker' has a NCSS line count of 134 (Highest = 84).","Design","NcssCount"
"3","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","69","The class 'BenchmarkWorker' has a total cyclomatic complexity of 40 (highest 27).","Design","CyclomaticComplexity"
"4","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","69","This class has 4 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","83","The constructor 'BenchmarkWorker(HttpHost, ClassicHttpRequest, SocketFactory, Config)' has a NCSS line count of 14.","Design","NcssCount"
"6","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","83","The constructor 'BenchmarkWorker(HttpHost, ClassicHttpRequest, SocketFactory, Config)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"7","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","83","The constructor 'BenchmarkWorker(HttpHost, ClassicHttpRequest, SocketFactory, Config)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"8","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","83","The constructor 'BenchmarkWorker(HttpHost, ClassicHttpRequest, SocketFactory, Config)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"9","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","83","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"10","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","111","The method 'run()' has a NCSS line count of 84.","Design","NcssCount"
"11","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","111","The method 'run()' has a cognitive complexity of 56, current threshold is 1","Design","CognitiveComplexity"
"12","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","111","The method 'run()' has a cyclomatic complexity of 27.","Design","CyclomaticComplexity"
"13","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","111","The method 'run()' has an NPath complexity of 252, current threshold is 1","Design","NPathComplexity"
"14","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","244","The method 'verboseOutput(ClassicHttpResponse)' has a NCSS line count of 15.","Design","NcssCount"
"15","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","244","The method 'verboseOutput(ClassicHttpResponse)' has a cognitive complexity of 7, current threshold is 1","Design","CognitiveComplexity"
"16","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","244","The method 'verboseOutput(ClassicHttpResponse)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"17","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","244","The method 'verboseOutput(ClassicHttpResponse)' has an NPath complexity of 18, current threshold is 1","Design","NPathComplexity"
"18","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","244","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"19","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","266","The method 'resetHeader(ClassicHttpRequest)' has a NCSS line count of 5.","Design","NcssCount"
"20","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","266","The method 'resetHeader(ClassicHttpRequest)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"21","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","266","The method 'resetHeader(ClassicHttpRequest)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"22","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","266","The method 'resetHeader(ClassicHttpRequest)' has an NPath complexity of 3, current threshold is 1","Design","NPathComplexity"
"23","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","266","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"24","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","275","The method 'getStats()' has a NCSS line count of 2.","Design","NcssCount"
"25","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","275","The method 'getStats()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"26","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","275","The method 'getStats()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"27","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","279","The method 'setShutdownSignal()' has a NCSS line count of 2.","Design","NcssCount"
"28","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","279","The method 'setShutdownSignal()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"29","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/BenchmarkWorker.java","3","279","The method 'setShutdownSignal()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","38","A value of 6 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","38","The class 'CommandLineUtils' has a NCSS line count of 127 (Highest = 60).","Design","NcssCount"
"3","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","38","The class 'CommandLineUtils' has a total cyclomatic complexity of 29 (highest 25).","Design","CyclomaticComplexity"
"4","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","38","This class has 2 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","40","The constructor 'CommandLineUtils()' has a NCSS line count of 1.","Design","NcssCount"
"6","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","40","The constructor 'CommandLineUtils()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","40","The constructor 'CommandLineUtils()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"8","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","44","The method 'getOptions()' has a NCSS line count of 60.","Design","NcssCount"
"9","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","44","The method 'getOptions()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","44","The method 'getOptions()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","134","The method 'parseCommandLine(CommandLine, Config)' has a NCSS line count of 58.","Design","NcssCount"
"12","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","134","The method 'parseCommandLine(CommandLine, Config)' has a cognitive complexity of 31, current threshold is 1","Design","CognitiveComplexity"
"13","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","134","The method 'parseCommandLine(CommandLine, Config)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"14","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","134","The method 'parseCommandLine(CommandLine, Config)' has an NPath complexity of 147456, current threshold is 1","Design","NPathComplexity"
"15","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","134","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"16","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","237","The method 'showUsage(Options)' has a NCSS line count of 3.","Design","NcssCount"
"17","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","237","The method 'showUsage(Options)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"18","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","237","The method 'showUsage(Options)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"19","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","237","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"20","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","242","The method 'printError(String)' has a NCSS line count of 4.","Design","NcssCount"
"21","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","242","The method 'printError(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"22","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","242","The method 'printError(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"23","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/CommandLineUtils.java","3","242","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"1","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","32","A value of 2 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","32","The class 'Config' has a NCSS line count of 156 (Highest = 25).","Design","NcssCount"
"3","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","32","The class 'Config' has a total cyclomatic complexity of 48 (highest 1).","Design","CyclomaticComplexity"
"4","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","32","This class has 48 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","59","The constructor 'Config()' has a NCSS line count of 14.","Design","NcssCount"
"6","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","59","The constructor 'Config()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","59","The constructor 'Config()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"8","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","75","The method 'getUrl()' has a NCSS line count of 2.","Design","NcssCount"
"9","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","75","The method 'getUrl()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","75","The method 'getUrl()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","79","The method 'setUrl(URL)' has a NCSS line count of 2.","Design","NcssCount"
"12","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","79","The method 'setUrl(URL)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","79","The method 'setUrl(URL)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","79","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"15","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","83","The method 'getRequests()' has a NCSS line count of 2.","Design","NcssCount"
"16","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","83","The method 'getRequests()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"17","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","83","The method 'getRequests()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"18","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","87","The method 'setRequests(int)' has a NCSS line count of 2.","Design","NcssCount"
"19","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","87","The method 'setRequests(int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","87","The method 'setRequests(int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"21","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","87","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"22","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","91","The method 'getThreads()' has a NCSS line count of 2.","Design","NcssCount"
"23","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","91","The method 'getThreads()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"24","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","91","The method 'getThreads()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"25","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","95","The method 'setThreads(int)' has a NCSS line count of 2.","Design","NcssCount"
"26","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","95","The method 'setThreads(int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"27","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","95","The method 'setThreads(int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"28","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","95","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"29","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","99","The method 'isKeepAlive()' has a NCSS line count of 2.","Design","NcssCount"
"30","org.apache.hc.core5.http.benchmark","/Users/grantnelson/go/src/github.com/apache/httpcomponents-core/httpcore5-ab/src/main/java/org/apache/hc/core5/http/benchmark/Config.java","3","99","The method 'isKeepAlive()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
