"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","24","This class has 6 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"3","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","33","The method 'shutdown()' has a NCSS line count of 1.","Design","NcssCount"
"4","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","33","The method 'shutdown()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","33","The method 'shutdown()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"6","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","42","The method 'reload()' has a NCSS line count of 1.","Design","NcssCount"
"7","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","42","The method 'reload()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"8","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","42","The method 'reload()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"9","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","51","The method 'fail()' has a NCSS line count of 1.","Design","NcssCount"
"10","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","51","The method 'fail()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"11","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","51","The method 'fail()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"12","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","62","The method 'fail(String)' has a NCSS line count of 1.","Design","NcssCount"
"13","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","62","The method 'fail(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"14","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","62","The method 'fail(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"15","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","62","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"16","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","73","The method 'fail(Exception)' has a NCSS line count of 1.","Design","NcssCount"
"17","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","73","The method 'fail(Exception)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"18","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","73","The method 'fail(Exception)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"19","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","73","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"20","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","85","The method 'fail(String, Exception)' has a NCSS line count of 1.","Design","NcssCount"
"21","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","85","The method 'fail(String, Exception)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"22","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","85","The method 'fail(String, Exception)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"23","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonController.java","3","85","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"1","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","24","The class 'DaemonInitException' has a NCSS line count of 12 (Highest = 3).","Design","NcssCount"
"2","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","24","The class 'DaemonInitException' has a total cyclomatic complexity of 4 (highest 2).","Design","CyclomaticComplexity"
"3","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","24","This class has 3 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","31","The constructor 'DaemonInitException(String)' has a NCSS line count of 3.","Design","NcssCount"
"5","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","31","The constructor 'DaemonInitException(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","31","The constructor 'DaemonInitException(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","31","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"8","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","36","The constructor 'DaemonInitException(String, Throwable)' has a NCSS line count of 3.","Design","NcssCount"
"9","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","36","The constructor 'DaemonInitException(String, Throwable)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","36","The constructor 'DaemonInitException(String, Throwable)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","36","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"12","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","41","The method 'getMessageWithCause()' has a NCSS line count of 3.","Design","NcssCount"
"13","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","41","The method 'getMessageWithCause()' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"14","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","41","The method 'getMessageWithCause()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"15","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonInitException.java","3","41","The method 'getMessageWithCause()' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonListener.java","3","25","The interface 'DaemonListener' has a NCSS line count of 1 (Highest = -2147483648).","Design","NcssCount"
"1","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","84","A value of 2 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","84","The class 'DaemonPermission' has a NCSS line count of 123 (Highest = 25).","Design","NcssCount"
"3","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","84","The class 'DaemonPermission' has a total cyclomatic complexity of 39 (highest 9).","Design","CyclomaticComplexity"
"4","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","84","This class has 7 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","184","The constructor 'DaemonPermission(String)' has a NCSS line count of 8.","Design","NcssCount"
"6","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","184","The constructor 'DaemonPermission(String)' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"7","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","184","The constructor 'DaemonPermission(String)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"8","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","184","The constructor 'DaemonPermission(String)' has an NPath complexity of 3, current threshold is 1","Design","NPathComplexity"
"9","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","184","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"10","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","216","The constructor 'DaemonPermission(String, String)' has a NCSS line count of 5.","Design","NcssCount"
"11","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","216","The constructor 'DaemonPermission(String, String)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"12","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","216","The constructor 'DaemonPermission(String, String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"13","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","216","The constructor 'DaemonPermission(String, String)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","216","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"15","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","240","The method 'getActions()' has a NCSS line count of 4.","Design","NcssCount"
"16","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","240","The method 'getActions()' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"17","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","240","The method 'getActions()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"18","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","240","The method 'getActions()' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"19","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","254","The method 'hashCode()' has a NCSS line count of 3.","Design","NcssCount"
"20","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","254","The method 'hashCode()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"21","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","254","The method 'hashCode()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"22","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","267","The method 'equals(Object)' has a NCSS line count of 9.","Design","NcssCount"
"23","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","267","The method 'equals(Object)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"24","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","267","The method 'equals(Object)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"25","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","267","The method 'equals(Object)' has an NPath complexity of 4, current threshold is 1","Design","NPathComplexity"
"26","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","267","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"27","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","294","The method 'implies(Permission)' has a NCSS line count of 9.","Design","NcssCount"
"28","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","294","The method 'implies(Permission)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"29","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","294","The method 'implies(Permission)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"30","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","294","The method 'implies(Permission)' has an NPath complexity of 4, current threshold is 1","Design","NPathComplexity"
"31","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","294","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"32","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","319","The method 'toString()' has a NCSS line count of 3.","Design","NcssCount"
"33","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","319","The method 'toString()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"34","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","319","The method 'toString()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"35","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","332","The method 'setupDescription()' has a NCSS line count of 17.","Design","NcssCount"
"36","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","332","The method 'setupDescription()' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"37","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","332","The method 'setupDescription()' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"38","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","332","The method 'setupDescription()' has an NPath complexity of 3, current threshold is 1","Design","NPathComplexity"
"39","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","359","The method 'createControlMask(String)' has a NCSS line count of 24.","Design","NcssCount"
"40","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","359","The method 'createControlMask(String)' has a cognitive complexity of 9, current threshold is 1","Design","CognitiveComplexity"
"41","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","359","The method 'createControlMask(String)' has a cyclomatic complexity of 9.","Design","CyclomaticComplexity"
"42","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","359","The method 'createControlMask(String)' has an NPath complexity of 8, current threshold is 1","Design","NPathComplexity"
"43","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","359","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"44","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","397","The method 'createControlActions(int)' has a NCSS line count of 25.","Design","NcssCount"
"45","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","397","The method 'createControlActions(int)' has a cognitive complexity of 13, current threshold is 1","Design","CognitiveComplexity"
"46","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","397","The method 'createControlActions(int)' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"47","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","397","The method 'createControlActions(int)' has an NPath complexity of 54, current threshold is 1","Design","NPathComplexity"
"48","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonPermission.java","3","397","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"1","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonUserSignal.java","3","29","The interface 'DaemonUserSignal' has a NCSS line count of 2 (Highest = 1).","Design","NcssCount"
"2","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonUserSignal.java","3","29","This class has 1 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"3","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonUserSignal.java","3","35","The method 'signal()' has a NCSS line count of 1.","Design","NcssCount"
"4","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonUserSignal.java","3","35","The method 'signal()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","org.apache.commons.daemon","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/DaemonUserSignal.java","3","35","The method 'signal()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.daemon.support","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/support/DaemonConfiguration.java","3","49","A value of 3 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.commons.daemon.support","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/support/DaemonConfiguration.java","3","49","The class 'DaemonConfiguration' has a NCSS line count of 66 (Highest = 30).","Design","NcssCount"
"3","org.apache.commons.daemon.support","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/support/DaemonConfiguration.java","3","49","The class 'DaemonConfiguration' has a total cyclomatic complexity of 20 (highest 9).","Design","CyclomaticComplexity"
"4","org.apache.commons.daemon.support","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/support/DaemonConfiguration.java","3","49","This class has 4 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.daemon.support","/Users/grantnelson/go/src/github.com/apache/commons-daemon/src/main/java/org/apache/commons/daemon/support/DaemonConfiguration.java","3","69","The constructor 'DaemonConfiguration()' has a NCSS line count of 3.","Design","NcssCount"
